datastore size read random oio latency
DASStore 2048 25 25 1 57.398332
netapp-7disk-sp 2048 25 25 1 2.702541
emc-3disk-raid0 2048 25 25 1 5.120261
netapp-3diskata-sp 2048 25 25 1 5.171580
netapp-7diskata-dp 2048 25 25 1 4.512263
srs7diskfc_netapp 2048 25 25 1 2.498124
emc-6diskfc-sp 2048 25 25 2 3.168848
DRSStore2 2048 25 25 2 46.636775
DASStore 2048 25 25 2 110.898920
netapp-7disk-sp 2048 25 25 2 5.448237
emc-3disk-raid0 2048 25 25 2 11.236018
netapp-3diskata-sp 2048 25 25 2 10.247807
netapp-7diskata-dp 2048 25 25 2 8.980875
srs7diskfc_netapp 2048 25 25 2 5.130930
emc-6diskfc-sp 2048 25 25 4 6.593908
DRSStore2 2048 25 25 4 87.425044
DASStore 2048 25 25 4 233.717821
netapp-7disk-sp 2048 25 25 4 11.200804
emc-3disk-raid0 2048 25 25 4 18.390822
netapp-3diskata-sp 2048 25 25 4 20.340489
netapp-7diskata-dp 2048 25 25 4 17.855739
srs7diskfc_netapp 2048 25 25 4 10.402828
emc-6diskfc-sp 2048 25 25 8 12.793879
DRSStore2 2048 25 25 8 189.430529
DASStore 2048 25 25 8 473.353704
netapp-7disk-sp 2048 25 25 8 24.833893
emc-3disk-raid0 2048 25 25 8 40.405396
netapp-3diskata-sp 2048 25 25 8 41.353431
netapp-7diskata-dp 2048 25 25 8 36.479751
srs7diskfc_netapp 2048 25 25 8 23.324497
emc-6diskfc-sp 2048 25 25 16 25.806744
DRSStore2 2048 25 25 16 316.437549
DASStore 2048 25 25 16 851.167635
netapp-7disk-sp 2048 25 25 16 48.592241
emc-3disk-raid0 2048 25 25 16 78.763809
netapp-3diskata-sp 2048 25 25 16 80.888771
netapp-7diskata-dp 2048 25 25 16 73.928978
srs7diskfc_netapp 2048 25 25 16 43.968127
emc-6diskfc-sp 2048 25 25 32 52.323303
DRSStore2 2048 25 25 32 757.936912
DASStore 2048 25 25 32 1671.090406
netapp-7disk-sp 2048 25 25 32 96.605608
emc-3disk-raid0 2048 25 25 32 164.177352
netapp-3diskata-sp 2048 25 25 32 165.506953
netapp-7diskata-dp 2048 25 25 32 145.071769
srs7diskfc_netapp 2048 25 25 32 88.808778
emc-6diskfc-sp 2048 25 25 64 102.700676
DRSStore2 2048 25 25 64 1497.143039
DASStore 2048 25 25 64 3791.357246
netapp-7disk-sp 2048 25 25 64 192.064890
emc-3disk-raid0 2048 25 25 64 313.383096
netapp-3diskata-sp 2048 25 25 64 324.988567
netapp-7diskata-dp 2048 25 25 64 298.679592
srs7diskfc_netapp 2048 25 25 64 175.123773
emc-6diskfc-sp 2048 25 25 128 203.003134
DRSStore2 2048 25 25 128 2934.832946
DASStore 2048 25 25 128 8050.982155
netapp-7disk-sp 2048 25 25 128 374.851365
emc-3disk-raid0 2048 25 25 128 624.249536
netapp-3diskata-sp 2048 25 25 128 644.495520
netapp-7diskata-dp 2048 25 25 128 579.882792
srs7diskfc_netapp 2048 25 25 128 345.208153
emc-6diskfc-sp 4096 25 25 1 1.783526
DRSStore2 4096 25 25 1 25.778430
DASStore 4096 25 25 1 62.920559
netapp-7disk-sp 4096 25 25 1 4.046793
emc-3disk-raid0 4096 25 25 1 5.604798
netapp-3diskata-sp 4096 25 25 1 5.760809
netapp-7diskata-dp 4096 25 25 1 5.176425
srs7diskfc_netapp 4096 25 25 1 3.378162
emc-6diskfc-sp 4096 25 25 2 3.423099
DRSStore2 4096 25 25 2 47.677497
DASStore 4096 25 25 2 108.486364
netapp-7disk-sp 4096 25 25 2 8.072482
emc-3disk-raid0 4096 25 25 2 11.266249
netapp-3diskata-sp 4096 25 25 2 11.644938
netapp-7diskata-dp 4096 25 25 2 10.581900
srs7diskfc_netapp 4096 25 25 2 6.726123
emc-6diskfc-sp 4096 25 25 4 7.010144
DRSStore2 4096 25 25 4 95.833295
DASStore 4096 25 25 4 225.394258
netapp-7disk-sp 4096 25 25 4 16.317583
emc-3disk-raid0 4096 25 25 4 18.373830
netapp-3diskata-sp 4096 25 25 4 23.544520
netapp-7diskata-dp 4096 25 25 4 21.231172
srs7diskfc_netapp 4096 25 25 4 13.712508
emc-6diskfc-sp 4096 25 25 8 13.543192
DRSStore2 4096 25 25 8 193.233589
DASStore 4096 25 25 8 470.995679
netapp-7disk-sp 4096 25 25 8 31.382720
emc-3disk-raid0 4096 25 25 8 43.675400
netapp-3diskata-sp 4096 25 25 8 47.329555
netapp-7diskata-dp 4096 25 25 8 43.381904
srs7diskfc_netapp 4096 25 25 8 26.123099
emc-6diskfc-sp 4096 25 25 16 27.426637
DRSStore2 4096 25 25 16 410.583332
DASStore 4096 25 25 16 899.343785
netapp-7disk-sp 4096 25 25 16 67.354279
emc-3disk-raid0 4096 25 25 16 85.166143
netapp-3diskata-sp 4096 25 25 16 93.198211
netapp-7diskata-dp 4096 25 25 16 85.004426
srs7diskfc_netapp 4096 25 25 16 54.865270
emc-6diskfc-sp 4096 25 25 32 54.821779
DRSStore2 4096 25 25 32 785.997395
DASStore 4096 25 25 32 2012.437507
netapp-7disk-sp 4096 25 25 32 132.170973
emc-3disk-raid0 4096 25 25 32 169.143541
netapp-3diskata-sp 4096 25 25 32 190.178497
netapp-7diskata-dp 4096 25 25 32 178.102788
srs7diskfc_netapp 4096 25 25 32 109.099224
emc-6diskfc-sp 4096 25 25 64 109.548138
DRSStore2 4096 25 25 64 1332.553269
DASStore 4096 25 25 64 3597.106709
netapp-7disk-sp 4096 25 25 64 256.216906
emc-3disk-raid0 4096 25 25 64 321.303459
netapp-3diskata-sp 4096 25 25 64 389.408838
netapp-7diskata-dp 4096 25 25 64 356.523686
srs7diskfc_netapp 4096 25 25 64 214.058259
emc-6diskfc-sp 4096 25 25 128 215.142852
DRSStore2 4096 25 25 128 3018.837139
DASStore 4096 25 25 128 7628.394946
netapp-7disk-sp 4096 25 25 128 538.700066
emc-3disk-raid0 4096 25 25 128 668.835496
netapp-3diskata-sp 4096 25 25 128 796.758522
netapp-7diskata-dp 4096 25 25 128 733.108544
srs7diskfc_netapp 4096 25 25 128 449.651083
emc-6diskfc-sp 8192 25 25 1 1.968056
DRSStore2 8192 25 25 1 25.721195
DASStore 8192 25 25 1 56.256728
netapp-7disk-sp 8192 25 25 1 5.075929
emc-3disk-raid0 8192 25 25 1 5.886633
netapp-3diskata-sp 8192 25 25 1 7.444506
netapp-7diskata-dp 8192 25 25 1 6.495558
srs7diskfc_netapp 8192 25 25 1 4.420975
emc-6diskfc-sp 8192 25 25 2 3.778729
DRSStore2 8192 25 25 2 50.818769
DASStore 8192 25 25 2 122.613340
netapp-7disk-sp 8192 25 25 2 10.434812
emc-3disk-raid0 8192 25 25 2 11.848600
netapp-3diskata-sp 8192 25 25 2 14.584416
netapp-7diskata-dp 8192 25 25 2 13.217223
srs7diskfc_netapp 8192 25 25 2 9.292718
emc-6diskfc-sp 8192 25 25 4 7.616387
DRSStore2 8192 25 25 4 98.433137
DASStore 8192 25 25 4 327.784651
netapp-7disk-sp 8192 25 25 4 21.135265
emc-3disk-raid0 8192 25 25 4 20.845229
netapp-3diskata-sp 8192 25 25 4 30.553588
netapp-7diskata-dp 8192 25 25 4 27.015127
srs7diskfc_netapp 8192 25 25 4 18.674043
emc-6diskfc-sp 8192 25 25 8 15.322682
DRSStore2 8192 25 25 8 193.175912
DASStore 8192 25 25 8 442.503886
netapp-7disk-sp 8192 25 25 8 42.929207
emc-3disk-raid0 8192 25 25 8 43.668297
netapp-3diskata-sp 8192 25 25 8 59.912817
netapp-7diskata-dp 8192 25 25 8 55.156767
srs7diskfc_netapp 8192 25 25 8 38.211258
emc-6diskfc-sp 8192 25 25 16 30.993947
DRSStore2 8192 25 25 16 360.273620
DASStore 8192 25 25 16 1321.017539
netapp-7disk-sp 8192 25 25 16 87.024091
emc-3disk-raid0 8192 25 25 16 92.340282
netapp-3diskata-sp 8192 25 25 16 119.722971
netapp-7diskata-dp 8192 25 25 16 109.993583
srs7diskfc_netapp 8192 25 25 16 76.854801
emc-6diskfc-sp 8192 25 25 32 61.405019
DRSStore2 8192 25 25 32 691.857207
DASStore 8192 25 25 32 1581.145363
netapp-7disk-sp 8192 25 25 32 174.898738
emc-3disk-raid0 8192 25 25 32 179.866838
netapp-3diskata-sp 8192 25 25 32 241.514033
netapp-7diskata-dp 8192 25 25 32 227.205942
srs7diskfc_netapp 8192 25 25 32 155.750645
emc-6diskfc-sp 8192 25 25 64 120.120883
DRSStore2 8192 25 25 64 1364.218352
DASStore 8192 25 25 64 5389.449969
netapp-7disk-sp 8192 25 25 64 338.332359
emc-3disk-raid0 8192 25 25 64 367.785206
netapp-3diskata-sp 8192 25 25 64 493.690903
netapp-7diskata-dp 8192 25 25 64 459.422943
srs7diskfc_netapp 8192 25 25 64 298.923847
emc-6diskfc-sp 8192 25 25 128 237.852973
DRSStore2 8192 25 25 128 3080.580347
DASStore 8192 25 25 128 6406.104680
netapp-7disk-sp 8192 25 25 128 658.108468
emc-3disk-raid0 8192 25 25 128 734.301657
netapp-3diskata-sp 8192 25 25 128 1000.501368
netapp-7diskata-dp 8192 25 25 128 877.654259
srs7diskfc_netapp 8192 25 25 128 579.986543
emc-6diskfc-sp 16384 25 25 1 2.270864
DRSStore2 16384 25 25 1 25.380438
DASStore 16384 25 25 1 105.993472
netapp-7disk-sp 16384 25 25 1 6.005223
emc-3disk-raid0 16384 25 25 1 6.923677
netapp-3diskata-sp 16384 25 25 1 9.578556
netapp-7diskata-dp 16384 25 25 1 8.510628
srs7diskfc_netapp 16384 25 25 1 5.232196
emc-6diskfc-sp 16384 25 25 2 4.697078
DRSStore2 16384 25 25 2 48.731957
DASStore 16384 25 25 2 100.384063
netapp-7disk-sp 16384 25 25 2 12.400289
emc-3disk-raid0 16384 25 25 2 12.555806
netapp-3diskata-sp 16384 25 25 2 19.403984
netapp-7diskata-dp 16384 25 25 2 17.395989
srs7diskfc_netapp 16384 25 25 2 10.734363
emc-6diskfc-sp 16384 25 25 4 9.347836
DRSStore2 16384 25 25 4 85.990238
DASStore 16384 25 25 4 412.681728
netapp-7disk-sp 16384 25 25 4 24.923132
emc-3disk-raid0 16384 25 25 4 23.750539
netapp-3diskata-sp 16384 25 25 4 39.089226
netapp-7diskata-dp 16384 25 25 4 34.185015
srs7diskfc_netapp 16384 25 25 4 21.395976
emc-6diskfc-sp 16384 25 25 8 18.379022
DRSStore2 16384 25 25 8 186.669739
DASStore 16384 25 25 8 443.453487
netapp-7disk-sp 16384 25 25 8 46.350951
emc-3disk-raid0 16384 25 25 8 47.404693
netapp-3diskata-sp 16384 25 25 8 79.412438
netapp-7diskata-dp 16384 25 25 8 67.464478
srs7diskfc_netapp 16384 25 25 8 41.384257
emc-6diskfc-sp 16384 25 25 16 36.602829
DRSStore2 16384 25 25 16 377.303315
DASStore 16384 25 25 16 1495.843287
netapp-7disk-sp 16384 25 25 16 92.403038
emc-3disk-raid0 16384 25 25 16 97.432947
netapp-3diskata-sp 16384 25 25 16 163.991556
netapp-7diskata-dp 16384 25 25 16 137.071845
srs7diskfc_netapp 16384 25 25 16 78.894007
emc-6diskfc-sp 16384 25 25 32 72.500127
DRSStore2 16384 25 25 32 763.444459
DASStore 16384 25 25 32 1906.114607
netapp-7disk-sp 16384 25 25 32 193.871387
emc-3disk-raid0 16384 25 25 32 204.623503
netapp-3diskata-sp 16384 25 25 32 325.991571
netapp-7diskata-dp 16384 25 25 32 287.394480
srs7diskfc_netapp 16384 25 25 32 172.778943
emc-6diskfc-sp 16384 25 25 64 146.742382
DRSStore2 16384 25 25 64 1712.195304
DASStore 16384 25 25 64 4574.476713
netapp-7disk-sp 16384 25 25 64 381.726448
emc-3disk-raid0 16384 25 25 64 383.744566
netapp-3diskata-sp 16384 25 25 64 636.940535
netapp-7diskata-dp 16384 25 25 64 573.913645
srs7diskfc_netapp 16384 25 25 64 336.076001
emc-6diskfc-sp 16384 25 25 128 291.570716
DRSStore2 16384 25 25 128 3038.516740
DASStore 16384 25 25 128 11243.628277
netapp-7disk-sp 16384 25 25 128 732.785399
emc-3disk-raid0 16384 25 25 128 789.536078
netapp-3diskata-sp 16384 25 25 128 1290.203428
netapp-7diskata-dp 16384 25 25 128 1132.041222
srs7diskfc_netapp 16384 25 25 128 660.812132
emc-6diskfc-sp 32768 25 25 1 2.715704
DRSStore2 32768 25 25 1 28.655304
DASStore 32768 25 25 1 75.091410
netapp-7disk-sp 32768 25 25 1 7.079692
emc-3disk-raid0 32768 25 25 1 7.839549
netapp-3diskata-sp 32768 25 25 1 13.869645
netapp-7diskata-dp 32768 25 25 1 11.273846
srs7diskfc_netapp 32768 25 25 1 6.128830
emc-6diskfc-sp 32768 25 25 2 5.256982
DRSStore2 32768 25 25 2 52.178881
DASStore 32768 25 25 2 162.227815
netapp-7disk-sp 32768 25 25 2 13.801870
emc-3disk-raid0 32768 25 25 2 13.489544
netapp-3diskata-sp 32768 25 25 2 29.199303
netapp-7diskata-dp 32768 25 25 2 22.859619
srs7diskfc_netapp 32768 25 25 2 12.105654
emc-6diskfc-sp 32768 25 25 4 10.618109
DRSStore2 32768 25 25 4 103.120841
DASStore 32768 25 25 4 343.544392
netapp-7disk-sp 32768 25 25 4 27.386318
emc-3disk-raid0 32768 25 25 4 26.909437
netapp-3diskata-sp 32768 25 25 4 53.852025
netapp-7diskata-dp 32768 25 25 4 44.622774
srs7diskfc_netapp 32768 25 25 4 24.796696
emc-6diskfc-sp 32768 25 25 8 21.171620
DRSStore2 32768 25 25 8 217.401724
DASStore 32768 25 25 8 723.360532
netapp-7disk-sp 32768 25 25 8 57.741800
emc-3disk-raid0 32768 25 25 8 56.457644
netapp-3diskata-sp 32768 25 25 8 112.904603
netapp-7diskata-dp 32768 25 25 8 95.299495
srs7diskfc_netapp 32768 25 25 8 52.399111
emc-6diskfc-sp 32768 25 25 16 41.805267
DRSStore2 32768 25 25 16 445.382332
DASStore 32768 25 25 16 1378.413495
netapp-7disk-sp 32768 25 25 16 104.827804
emc-3disk-raid0 32768 25 25 16 100.932957
netapp-3diskata-sp 32768 25 25 16 221.541961
netapp-7diskata-dp 32768 25 25 16 183.593812
srs7diskfc_netapp 32768 25 25 16 99.431834
emc-6diskfc-sp 32768 25 25 32 82.835728
DRSStore2 32768 25 25 32 909.747392
DASStore 32768 25 25 32 2691.490460
netapp-7disk-sp 32768 25 25 32 218.389119
emc-3disk-raid0 32768 25 25 32 214.997407
netapp-3diskata-sp 32768 25 25 32 455.050494
netapp-7diskata-dp 32768 25 25 32 374.072953
srs7diskfc_netapp 32768 25 25 32 195.275733
emc-6diskfc-sp 32768 25 25 64 165.370735
DRSStore2 32768 25 25 64 1634.535159
DASStore 32768 25 25 64 5269.310514
netapp-7disk-sp 32768 25 25 64 391.649934
emc-3disk-raid0 32768 25 25 64 437.130439
netapp-3diskata-sp 32768 25 25 64 895.440957
netapp-7diskata-dp 32768 25 25 64 713.539239
srs7diskfc_netapp 32768 25 25 64 368.163982
emc-6diskfc-sp 32768 25 25 128 330.544556
DRSStore2 32768 25 25 128 3692.000958
DASStore 32768 25 25 128 9842.026248
netapp-7disk-sp 32768 25 25 128 807.636240
emc-3disk-raid0 32768 25 25 128 910.054468
netapp-3diskata-sp 32768 25 25 128 1756.420462
netapp-7diskata-dp 32768 25 25 128 1438.286501
srs7diskfc_netapp 32768 25 25 128 763.681530
emc-6diskfc-sp 65536 25 25 1 3.126567
DRSStore2 65536 25 25 1 37.631347
DASStore 65536 25 25 1 114.105740
netapp-7disk-sp 65536 25 25 1 8.048858
emc-3disk-raid0 65536 25 25 1 7.894329
netapp-3diskata-sp 65536 25 25 1 19.293255
netapp-7diskata-dp 65536 25 25 1 15.617201
srs7diskfc_netapp 65536 25 25 1 7.647504
emc-6diskfc-sp 65536 25 25 2 6.151505
DRSStore2 65536 25 25 2 64.866098
DASStore 65536 25 25 2 224.326539
netapp-7disk-sp 65536 25 25 2 16.194868
emc-3disk-raid0 65536 25 25 2 15.505882
netapp-3diskata-sp 65536 25 25 2 39.333124
netapp-7diskata-dp 65536 25 25 2 30.518094
srs7diskfc_netapp 65536 25 25 2 15.044365
emc-6diskfc-sp 65536 25 25 4 12.289468
DRSStore2 65536 25 25 4 127.744629
DASStore 65536 25 25 4 360.687736
netapp-7disk-sp 65536 25 25 4 31.376078
emc-3disk-raid0 65536 25 25 4 31.733872
netapp-3diskata-sp 65536 25 25 4 78.924877
netapp-7diskata-dp 65536 25 25 4 60.586062
srs7diskfc_netapp 65536 25 25 4 28.996902
emc-6diskfc-sp 65536 25 25 8 24.814128
DRSStore2 65536 25 25 8 244.299278
DASStore 65536 25 25 8 750.497646
netapp-7disk-sp 65536 25 25 8 61.612985
emc-3disk-raid0 65536 25 25 8 61.609371
netapp-3diskata-sp 65536 25 25 8 158.713292
netapp-7diskata-dp 65536 25 25 8 117.544522
srs7diskfc_netapp 65536 25 25 8 57.943338
emc-6diskfc-sp 65536 25 25 16 48.968239
DRSStore2 65536 25 25 16 555.433017
DASStore 65536 25 25 16 1502.129343
netapp-7disk-sp 65536 25 25 16 121.097221
emc-3disk-raid0 65536 25 25 16 123.983919
netapp-3diskata-sp 65536 25 25 16 303.217186
netapp-7diskata-dp 65536 25 25 16 242.903492
srs7diskfc_netapp 65536 25 25 16 115.036451
emc-6diskfc-sp 65536 25 25 32 99.192272
DRSStore2 65536 25 25 32 1000.968525
DASStore 65536 25 25 32 3062.025282
netapp-7disk-sp 65536 25 25 32 231.676550
emc-3disk-raid0 65536 25 25 32 246.136665
netapp-3diskata-sp 65536 25 25 32 627.790302
netapp-7diskata-dp 65536 25 25 32 459.258686
srs7diskfc_netapp 65536 25 25 32 222.004717
emc-6diskfc-sp 65536 25 25 64 192.457628
DRSStore2 65536 25 25 64 2061.190966
DASStore 65536 25 25 64 5768.430340
netapp-7disk-sp 65536 25 25 64 468.706293
emc-3disk-raid0 65536 25 25 64 490.208146
netapp-3diskata-sp 65536 25 25 64 1248.676246
netapp-7diskata-dp 65536 25 25 64 952.076280
srs7diskfc_netapp 65536 25 25 64 455.911061
emc-6diskfc-sp 65536 25 25 128 378.006370
DRSStore2 65536 25 25 128 4941.691202
DASStore 65536 25 25 128 12529.898449
netapp-7disk-sp 65536 25 25 128 945.269559
emc-3disk-raid0 65536 25 25 128 961.496514
netapp-3diskata-sp 65536 25 25 128 2466.144387
netapp-7diskata-dp 65536 25 25 128 1959.103141
srs7diskfc_netapp 65536 25 25 128 889.857696
emc-6diskfc-sp 131072 25 25 1 3.738837
DRSStore2 131072 25 25 1 44.076687
DASStore 131072 25 25 1 115.083670
netapp-7disk-sp 131072 25 25 1 13.663875
emc-3disk-raid0 131072 25 25 1 10.250533
netapp-3diskata-sp 131072 25 25 1 31.260110
netapp-7diskata-dp 131072 25 25 1 24.488211
srs7diskfc_netapp 131072 25 25 1 12.500092
emc-6diskfc-sp 131072 25 25 2 7.801612
DRSStore2 131072 25 25 2 74.189304
DASStore 131072 25 25 2 213.262174
netapp-7disk-sp 131072 25 25 2 27.271576
emc-3disk-raid0 131072 25 25 2 18.078759
netapp-3diskata-sp 131072 25 25 2 65.024362
netapp-7diskata-dp 131072 25 25 2 57.974467
srs7diskfc_netapp 131072 25 25 2 24.426140
emc-6diskfc-sp 131072 25 25 4 15.800123
DRSStore2 131072 25 25 4 134.697762
DASStore 131072 25 25 4 411.375756
netapp-7disk-sp 131072 25 25 4 53.716803
emc-3disk-raid0 131072 25 25 4 37.246494
netapp-3diskata-sp 131072 25 25 4 136.585203
netapp-7diskata-dp 131072 25 25 4 99.446145
srs7diskfc_netapp 131072 25 25 4 49.654936
emc-6diskfc-sp 131072 25 25 8 30.996485
DRSStore2 131072 25 25 8 274.425280
DASStore 131072 25 25 8 814.147016
netapp-7disk-sp 131072 25 25 8 109.501850
emc-3disk-raid0 131072 25 25 8 72.431285
netapp-3diskata-sp 131072 25 25 8 260.035138
netapp-7diskata-dp 131072 25 25 8 205.988156
srs7diskfc_netapp 131072 25 25 8 100.637142
emc-6diskfc-sp 131072 25 25 16 61.807372
DRSStore2 131072 25 25 16 648.080741
DASStore 131072 25 25 16 1830.321220
netapp-7disk-sp 131072 25 25 16 213.875710
emc-3disk-raid0 131072 25 25 16 141.955809
netapp-3diskata-sp 131072 25 25 16 529.724372
netapp-7diskata-dp 131072 25 25 16 423.588104
srs7diskfc_netapp 131072 25 25 16 204.016843
emc-6diskfc-sp 131072 25 25 32 122.251289
DRSStore2 131072 25 25 32 1374.122798
DASStore 131072 25 25 32 3878.045973
netapp-7disk-sp 131072 25 25 32 421.748658
emc-3disk-raid0 131072 25 25 32 296.973780
netapp-3diskata-sp 131072 25 25 32 1097.428343
netapp-7diskata-dp 131072 25 25 32 845.239442
srs7diskfc_netapp 131072 25 25 32 402.924588
emc-6diskfc-sp 131072 25 25 64 244.039177
DRSStore2 131072 25 25 64 2715.053244
DASStore 131072 25 25 64 7252.879276
netapp-7disk-sp 131072 25 25 64 857.794787
emc-3disk-raid0 131072 25 25 64 604.838785
netapp-3diskata-sp 131072 25 25 64 2084.151220
netapp-7diskata-dp 131072 25 25 64 1639.788652
srs7diskfc_netapp 131072 25 25 64 802.963192
emc-6diskfc-sp 131072 25 25 128 475.347968
DRSStore2 131072 25 25 128 5150.706078
DASStore 131072 25 25 128 12334.846020
netapp-7disk-sp 131072 25 25 128 1758.486615
emc-3disk-raid0 131072 25 25 128 1220.300638
netapp-3diskata-sp 131072 25 25 128 4393.087171
netapp-7diskata-dp 131072 25 25 128 3336.790769
srs7diskfc_netapp 131072 25 25 128 1590.323883
emc-6diskfc-sp 1024 50 25 1 1.658249
DRSStore2 1024 50 25 1 32.986531
DASStore 1024 50 25 1 96.039774
netapp-7disk-sp 1024 50 25 1 2.952557
emc-3disk-raid0 1024 50 25 1 4.494366
netapp-3diskata-sp 1024 50 25 1 6.963374
netapp-7diskata-dp 1024 50 25 1 6.420484
srs7diskfc_netapp 1024 50 25 1 2.852839
emc-6diskfc-sp 1024 50 25 2 3.176860
DRSStore2 1024 50 25 2 70.063886
DASStore 1024 50 25 2 195.939781
netapp-7disk-sp 1024 50 25 2 5.335822
emc-3disk-raid0 1024 50 25 2 9.123711
netapp-3diskata-sp 1024 50 25 2 12.852714
netapp-7diskata-dp 1024 50 25 2 11.632045
srs7diskfc_netapp 1024 50 25 2 5.156909
emc-6diskfc-sp 1024 50 25 4 7.532065
DRSStore2 1024 50 25 4 154.613148
DASStore 1024 50 25 4 442.648790
netapp-7disk-sp 1024 50 25 4 9.739874
emc-3disk-raid0 1024 50 25 4 25.834542
netapp-3diskata-sp 1024 50 25 4 24.624340
netapp-7diskata-dp 1024 50 25 4 21.103753
srs7diskfc_netapp 1024 50 25 4 9.573293
emc-6diskfc-sp 1024 50 25 8 14.807781
DRSStore2 1024 50 25 8 317.215364
DASStore 1024 50 25 8 850.546383
netapp-7disk-sp 1024 50 25 8 18.885066
emc-3disk-raid0 1024 50 25 8 55.826602
netapp-3diskata-sp 1024 50 25 8 44.844159
netapp-7diskata-dp 1024 50 25 8 39.678600
srs7diskfc_netapp 1024 50 25 8 18.402884
emc-6diskfc-sp 1024 50 25 16 29.324492
DRSStore2 1024 50 25 16 604.221394
DASStore 1024 50 25 16 1628.339075
netapp-7disk-sp 1024 50 25 16 36.879150
emc-3disk-raid0 1024 50 25 16 116.977296
netapp-3diskata-sp 1024 50 25 16 85.014615
netapp-7diskata-dp 1024 50 25 16 76.635854
srs7diskfc_netapp 1024 50 25 16 35.939604
emc-6diskfc-sp 1024 50 25 32 59.697287
DRSStore2 1024 50 25 32 1142.460516
DASStore 1024 50 25 32 2997.716515
netapp-7disk-sp 1024 50 25 32 73.913304
emc-3disk-raid0 1024 50 25 32 227.742896
netapp-3diskata-sp 1024 50 25 32 164.078571
netapp-7diskata-dp 1024 50 25 32 145.092210
srs7diskfc_netapp 1024 50 25 32 71.122329
emc-6diskfc-sp 1024 50 25 64 117.619445
DRSStore2 1024 50 25 64 2322.006682
DASStore 1024 50 25 64 6927.863014
netapp-7disk-sp 1024 50 25 64 145.228518
emc-3disk-raid0 1024 50 25 64 435.305823
netapp-3diskata-sp 1024 50 25 64 314.475948
netapp-7diskata-dp 1024 50 25 64 287.737826
srs7diskfc_netapp 1024 50 25 64 141.511584
emc-6diskfc-sp 1024 50 25 128 232.974362
DRSStore2 1024 50 25 128 4837.880227
DASStore 1024 50 25 128 16007.457988
netapp-7disk-sp 1024 50 25 128 284.677091
emc-3disk-raid0 1024 50 25 128 878.550120
netapp-3diskata-sp 1024 50 25 128 619.718446
netapp-7diskata-dp 1024 50 25 128 548.301001
srs7diskfc_netapp 1024 50 25 128 280.635249
emc-6diskfc-sp 2048 50 25 1 1.952334
DRSStore2 2048 50 25 1 37.420084
DASStore 2048 50 25 1 90.941323
netapp-7disk-sp 2048 50 25 1 2.600403
emc-3disk-raid0 2048 50 25 1 7.729446
netapp-3diskata-sp 2048 50 25 1 5.143670
netapp-7diskata-dp 2048 50 25 1 4.708990
srs7diskfc_netapp 2048 50 25 1 2.580938
emc-6diskfc-sp 2048 50 25 2 3.827244
DRSStore2 2048 50 25 2 74.358811
DASStore 2048 50 25 2 216.571922
netapp-7disk-sp 2048 50 25 2 5.269008
emc-3disk-raid0 2048 50 25 2 14.211148
netapp-3diskata-sp 2048 50 25 2 10.421298
netapp-7diskata-dp 2048 50 25 2 9.259308
srs7diskfc_netapp 2048 50 25 2 4.955343
emc-6diskfc-sp 2048 50 25 4 7.497395
DRSStore2 2048 50 25 4 154.006760
DASStore 2048 50 25 4 481.425451
netapp-7disk-sp 2048 50 25 4 10.579277
emc-3disk-raid0 2048 50 25 4 30.313616
netapp-3diskata-sp 2048 50 25 4 20.908975
netapp-7diskata-dp 2048 50 25 4 18.220747
srs7diskfc_netapp 2048 50 25 4 9.902607
emc-6diskfc-sp 2048 50 25 8 15.352836
DRSStore2 2048 50 25 8 284.758204
DASStore 2048 50 25 8 925.790642
netapp-7disk-sp 2048 50 25 8 21.311202
emc-3disk-raid0 2048 50 25 8 61.606991
netapp-3diskata-sp 2048 50 25 8 41.369314
netapp-7diskata-dp 2048 50 25 8 36.519358
srs7diskfc_netapp 2048 50 25 8 20.222552
emc-6diskfc-sp 2048 50 25 16 30.829343
DRSStore2 2048 50 25 16 614.658990
DASStore 2048 50 25 16 1640.409402
netapp-7disk-sp 2048 50 25 16 41.926486
emc-3disk-raid0 2048 50 25 16 109.837206
netapp-3diskata-sp 2048 50 25 16 83.629040
netapp-7diskata-dp 2048 50 25 16 71.960184
srs7diskfc_netapp 2048 50 25 16 40.213382
emc-6diskfc-sp 2048 50 25 32 61.899460
DRSStore2 2048 50 25 32 1274.286833
DASStore 2048 50 25 32 3305.075788
netapp-7disk-sp 2048 50 25 32 87.742660
emc-3disk-raid0 2048 50 25 32 236.433339
netapp-3diskata-sp 2048 50 25 32 160.944265
netapp-7diskata-dp 2048 50 25 32 146.157140
srs7diskfc_netapp 2048 50 25 32 82.582466
emc-6diskfc-sp 2048 50 25 64 122.999348
DRSStore2 2048 50 25 64 2208.108303
DASStore 2048 50 25 64 5646.030920
netapp-7disk-sp 2048 50 25 64 172.246964
emc-3disk-raid0 2048 50 25 64 447.508589
netapp-3diskata-sp 2048 50 25 64 324.696117
netapp-7diskata-dp 2048 50 25 64 288.216046
srs7diskfc_netapp 2048 50 25 64 159.543911
emc-6diskfc-sp 2048 50 25 128 240.118759
DRSStore2 2048 50 25 128 4694.715455
DASStore 2048 50 25 128 13118.513933
netapp-7disk-sp 2048 50 25 128 341.993340
emc-3disk-raid0 2048 50 25 128 970.759867
netapp-3diskata-sp 2048 50 25 128 651.373700
netapp-7diskata-dp 2048 50 25 128 583.452141
