datastore size read random oio latency
emc-6diskfc-sp 4096 100 50 16 48.337480
DRSStore2 4096 100 50 16 1215.185005
DASStore 4096 100 50 16 3337.586970
netapp-7disk-sp 4096 100 50 16 79.212060
emc-3disk-raid0 4096 100 50 16 286.943897
netapp-3diskata-sp 4096 100 50 16 154.348927
netapp-7diskata-dp 4096 100 50 16 146.427071
srs7diskfc_netapp 4096 100 50 16 77.486409
emc-6diskfc-sp 4096 100 50 32 97.814325
DRSStore2 4096 100 50 32 2647.700033
DASStore 4096 100 50 32 6862.709420
netapp-7disk-sp 4096 100 50 32 157.668249
emc-3disk-raid0 4096 100 50 32 629.124723
netapp-3diskata-sp 4096 100 50 32 318.563177
netapp-7diskata-dp 4096 100 50 32 295.098745
srs7diskfc_netapp 4096 100 50 32 155.761514
emc-6diskfc-sp 4096 100 50 64 193.213500
DRSStore2 4096 100 50 64 5271.204345
DASStore 4096 100 50 64 14461.521665
netapp-7disk-sp 4096 100 50 64 313.277823
emc-3disk-raid0 4096 100 50 64 726.307043
netapp-3diskata-sp 4096 100 50 64 628.777486
netapp-7diskata-dp 4096 100 50 64 704.220785
srs7diskfc_netapp 4096 100 50 64 309.356010
emc-6diskfc-sp 4096 100 50 128 387.580120
DRSStore2 4096 100 50 128 10212.905795
DASStore 4096 100 50 128 30091.329504
netapp-7disk-sp 4096 100 50 128 625.649418
emc-3disk-raid0 4096 100 50 128 2391.333893
netapp-3diskata-sp 4096 100 50 128 1262.132768
netapp-7diskata-dp 4096 100 50 128 1179.545379
srs7diskfc_netapp 4096 100 50 128 620.492370
emc-6diskfc-sp 8192 100 50 1 3.358529
DRSStore2 8192 100 50 1 87.141678
DASStore 8192 100 50 1 259.038388
netapp-7disk-sp 8192 100 50 1 5.531756
emc-3disk-raid0 8192 100 50 1 18.567371
netapp-3diskata-sp 8192 100 50 1 11.921249
netapp-7diskata-dp 8192 100 50 1 11.005548
srs7diskfc_netapp 8192 100 50 1 5.472465
emc-6diskfc-sp 8192 100 50 2 6.631236
DRSStore2 8192 100 50 2 182.937902
DASStore 8192 100 50 2 584.957441
netapp-7disk-sp 8192 100 50 2 11.006451
emc-3disk-raid0 8192 100 50 2 39.822752
netapp-3diskata-sp 8192 100 50 2 24.164490
netapp-7diskata-dp 8192 100 50 2 22.088978
srs7diskfc_netapp 8192 100 50 2 10.902506
emc-6diskfc-sp 8192 100 50 4 13.222979
DRSStore2 8192 100 50 4 358.831898
DASStore 8192 100 50 4 1085.099005
netapp-7disk-sp 8192 100 50 4 22.074688
emc-3disk-raid0 8192 100 50 4 82.601900
netapp-3diskata-sp 8192 100 50 4 48.463360
netapp-7diskata-dp 8192 100 50 4 44.974462
srs7diskfc_netapp 8192 100 50 4 21.796725
emc-6diskfc-sp 8192 100 50 8 26.081116
DRSStore2 8192 100 50 8 716.676972
DASStore 8192 100 50 8 2045.058396
netapp-7disk-sp 8192 100 50 8 43.815043
emc-3disk-raid0 8192 100 50 8 164.584020
netapp-3diskata-sp 8192 100 50 8 97.371501
netapp-7diskata-dp 8192 100 50 8 86.974342
srs7diskfc_netapp 8192 100 50 8 44.263958
emc-6diskfc-sp 8192 100 50 16 52.673578
DRSStore2 8192 100 50 16 1443.056221
DASStore 8192 100 50 16 4321.401174
netapp-7disk-sp 8192 100 50 16 87.855198
emc-3disk-raid0 8192 100 50 16 273.719070
netapp-3diskata-sp 8192 100 50 16 195.465978
netapp-7diskata-dp 8192 100 50 16 178.822727
srs7diskfc_netapp 8192 100 50 16 87.916230
emc-6diskfc-sp 8192 100 50 32 104.699008
DRSStore2 8192 100 50 32 2873.718346
DASStore 8192 100 50 32 7652.560705
netapp-7disk-sp 8192 100 50 32 176.818498
emc-3disk-raid0 8192 100 50 32 507.289100
netapp-3diskata-sp 8192 100 50 32 398.427946
netapp-7diskata-dp 8192 100 50 32 422.851797
srs7diskfc_netapp 8192 100 50 32 176.995313
emc-6diskfc-sp 8192 100 50 64 211.362896
DRSStore2 8192 100 50 64 5941.575168
DASStore 8192 100 50 64 14457.698133
netapp-7disk-sp 8192 100 50 64 354.461090
emc-3disk-raid0 8192 100 50 64 1241.613601
netapp-3diskata-sp 8192 100 50 64 800.466618
netapp-7diskata-dp 8192 100 50 64 739.695456
srs7diskfc_netapp 8192 100 50 64 356.335926
emc-6diskfc-sp 8192 100 50 128 423.256079
DRSStore2 8192 100 50 128 12145.583206
DASStore 8192 100 50 128 33597.697984
netapp-7disk-sp 8192 100 50 128 710.827753
emc-3disk-raid0 8192 100 50 128 2400.077037
netapp-3diskata-sp 8192 100 50 128 1617.937928
netapp-7diskata-dp 8192 100 50 128 1508.604657
srs7diskfc_netapp 8192 100 50 128 705.645517
emc-6diskfc-sp 16384 100 50 1 3.970896
DRSStore2 16384 100 50 1 98.644150
DASStore 16384 100 50 1 285.552806
netapp-7disk-sp 16384 100 50 1 6.477008
emc-3disk-raid0 16384 100 50 1 21.729972
netapp-3diskata-sp 16384 100 50 1 16.641580
netapp-7diskata-dp 16384 100 50 1 14.347896
srs7diskfc_netapp 16384 100 50 1 6.675800
emc-6diskfc-sp 16384 100 50 2 7.761152
DRSStore2 16384 100 50 2 222.926757
DASStore 16384 100 50 2 582.682994
netapp-7disk-sp 16384 100 50 2 13.172989
emc-3disk-raid0 16384 100 50 2 37.371705
netapp-3diskata-sp 16384 100 50 2 33.954480
netapp-7diskata-dp 16384 100 50 2 29.281881
srs7diskfc_netapp 16384 100 50 2 13.445313
emc-6diskfc-sp 16384 100 50 4 15.546955
DRSStore2 16384 100 50 4 448.772568
DASStore 16384 100 50 4 1064.050357
netapp-7disk-sp 16384 100 50 4 26.204875
emc-3disk-raid0 16384 100 50 4 70.276109
netapp-3diskata-sp 16384 100 50 4 67.435799
netapp-7diskata-dp 16384 100 50 4 65.714737
srs7diskfc_netapp 16384 100 50 4 26.877441
emc-6diskfc-sp 16384 100 50 8 30.952277
DRSStore2 16384 100 50 8 818.770068
DASStore 16384 100 50 8 2052.051874
netapp-7disk-sp 16384 100 50 8 52.921201
emc-3disk-raid0 16384 100 50 8 149.833636
netapp-3diskata-sp 16384 100 50 8 136.264705
netapp-7diskata-dp 16384 100 50 8 119.088163
srs7diskfc_netapp 16384 100 50 8 53.133751
emc-6diskfc-sp 16384 100 50 16 62.036485
DRSStore2 16384 100 50 16 1719.111869
DASStore 16384 100 50 16 4530.040570
netapp-7disk-sp 16384 100 50 16 105.069464
emc-3disk-raid0 16384 100 50 16 281.372181
netapp-3diskata-sp 16384 100 50 16 276.094855
netapp-7diskata-dp 16384 100 50 16 237.371462
srs7diskfc_netapp 16384 100 50 16 106.643099
emc-6diskfc-sp 16384 100 50 32 123.463938
DRSStore2 16384 100 50 32 3037.347352
DASStore 16384 100 50 32 8210.843980
netapp-7disk-sp 16384 100 50 32 210.842538
emc-3disk-raid0 16384 100 50 32 675.905614
netapp-3diskata-sp 16384 100 50 32 558.079587
netapp-7diskata-dp 16384 100 50 32 480.317314
srs7diskfc_netapp 16384 100 50 32 214.946789
emc-6diskfc-sp 16384 100 50 64 247.773477
DRSStore2 16384 100 50 64 6503.427090
DASStore 16384 100 50 64 17155.449561
netapp-7disk-sp 16384 100 50 64 426.942649
emc-3disk-raid0 16384 100 50 64 1344.366627
netapp-3diskata-sp 16384 100 50 64 1146.195641
netapp-7diskata-dp 16384 100 50 64 962.691594
srs7diskfc_netapp 16384 100 50 64 433.333441
emc-6diskfc-sp 16384 100 50 128 497.192169
DRSStore2 16384 100 50 128 14162.964322
DASStore 16384 100 50 128 35129.087034
netapp-7disk-sp 16384 100 50 128 846.827018
emc-3disk-raid0 16384 100 50 128 2832.415612
netapp-3diskata-sp 16384 100 50 128 2243.183092
netapp-7diskata-dp 16384 100 50 128 1923.228120
srs7diskfc_netapp 16384 100 50 128 866.271754
emc-6diskfc-sp 32768 100 50 1 4.466301
DRSStore2 32768 100 50 1 130.502710
DASStore 32768 100 50 1 320.343173
netapp-7disk-sp 32768 100 50 1 8.485708
emc-3disk-raid0 32768 100 50 1 26.035324
netapp-3diskata-sp 32768 100 50 1 25.248916
netapp-7diskata-dp 32768 100 50 1 19.961475
srs7diskfc_netapp 32768 100 50 1 8.861074
emc-6diskfc-sp 32768 100 50 2 8.836494
DRSStore2 32768 100 50 2 244.419527
DASStore 32768 100 50 2 556.542495
netapp-7disk-sp 32768 100 50 2 17.018561
emc-3disk-raid0 32768 100 50 2 44.277375
netapp-3diskata-sp 32768 100 50 2 50.539154
netapp-7diskata-dp 32768 100 50 2 39.725061
srs7diskfc_netapp 32768 100 50 2 17.756908
emc-6diskfc-sp 32768 100 50 4 17.827872
DRSStore2 32768 100 50 4 496.489282
DASStore 32768 100 50 4 1143.115258
netapp-7disk-sp 32768 100 50 4 34.039520
emc-3disk-raid0 32768 100 50 4 72.806567
netapp-3diskata-sp 32768 100 50 4 102.316833
netapp-7diskata-dp 32768 100 50 4 92.309457
srs7diskfc_netapp 32768 100 50 4 35.626806
emc-6diskfc-sp 32768 100 50 8 35.257081
DRSStore2 32768 100 50 8 968.623668
DASStore 32768 100 50 8 2399.250552
netapp-7disk-sp 32768 100 50 8 68.491621
emc-3disk-raid0 32768 100 50 8 197.825315
netapp-3diskata-sp 32768 100 50 8 206.999024
netapp-7diskata-dp 32768 100 50 8 168.899084
srs7diskfc_netapp 32768 100 50 8 72.067836
emc-6diskfc-sp 32768 100 50 16 70.597311
DRSStore2 32768 100 50 16 2017.130390
DASStore 32768 100 50 16 4358.273650
netapp-7disk-sp 32768 100 50 16 137.528711
emc-3disk-raid0 32768 100 50 16 373.839385
netapp-3diskata-sp 32768 100 50 16 414.745843
netapp-7diskata-dp 32768 100 50 16 327.370360
srs7diskfc_netapp 32768 100 50 16 145.503636
emc-6diskfc-sp 32768 100 50 32 141.013000
DRSStore2 32768 100 50 32 3978.828354
DASStore 32768 100 50 32 9788.323257
netapp-7disk-sp 32768 100 50 32 275.203325
emc-3disk-raid0 32768 100 50 32 745.873316
netapp-3diskata-sp 32768 100 50 32 831.492148
netapp-7diskata-dp 32768 100 50 32 659.501058
srs7diskfc_netapp 32768 100 50 32 289.277682
emc-6diskfc-sp 32768 100 50 64 282.406448
DRSStore2 32768 100 50 64 8375.263974
DASStore 32768 100 50 64 19326.192430
netapp-7disk-sp 32768 100 50 64 550.341402
emc-3disk-raid0 32768 100 50 64 1672.660470
netapp-3diskata-sp 32768 100 50 64 1694.956330
netapp-7diskata-dp 32768 100 50 64 1314.344131
srs7diskfc_netapp 32768 100 50 64 580.752956
emc-6diskfc-sp 32768 100 50 128 567.949621
DRSStore2 32768 100 50 128 16154.517849
DASStore 32768 100 50 128 35498.707086
netapp-7disk-sp 32768 100 50 128 1096.869399
emc-3disk-raid0 32768 100 50 128 2948.336379
netapp-3diskata-sp 32768 100 50 128 3353.827700
netapp-7diskata-dp 32768 100 50 128 2626.939652
srs7diskfc_netapp 32768 100 50 128 1149.661266
emc-6diskfc-sp 65536 100 50 1 5.164552
DRSStore2 65536 100 50 1 175.353815
DASStore 65536 100 50 1 334.991999
netapp-7disk-sp 65536 100 50 1 11.899027
emc-3disk-raid0 65536 100 50 1 26.376310
netapp-3diskata-sp 65536 100 50 1 38.140907
netapp-7diskata-dp 65536 100 50 1 28.438145
srs7diskfc_netapp 65536 100 50 1 12.860820
emc-6diskfc-sp 65536 100 50 2 10.150304
DRSStore2 65536 100 50 2 345.480015
DASStore 65536 100 50 2 711.638420
netapp-7disk-sp 65536 100 50 2 23.814152
emc-3disk-raid0 65536 100 50 2 41.241451
netapp-3diskata-sp 65536 100 50 2 77.124394
netapp-7diskata-dp 65536 100 50 2 56.111242
srs7diskfc_netapp 65536 100 50 2 25.612369
emc-6diskfc-sp 65536 100 50 4 20.406237
DRSStore2 65536 100 50 4 634.066456
DASStore 65536 100 50 4 1435.102069
netapp-7disk-sp 65536 100 50 4 48.242845
emc-3disk-raid0 65536 100 50 4 105.856978
netapp-3diskata-sp 65536 100 50 4 152.384219
netapp-7diskata-dp 65536 100 50 4 115.661094
srs7diskfc_netapp 65536 100 50 4 51.312587
emc-6diskfc-sp 65536 100 50 8 40.745859
DRSStore2 65536 100 50 8 1296.791022
DASStore 65536 100 50 8 2615.933666
netapp-7disk-sp 65536 100 50 8 95.568473
emc-3disk-raid0 65536 100 50 8 210.373752
netapp-3diskata-sp 65536 100 50 8 302.511870
netapp-7diskata-dp 65536 100 50 8 225.434404
srs7diskfc_netapp 65536 100 50 8 102.791499
emc-6diskfc-sp 65536 100 50 16 81.210007
DRSStore2 65536 100 50 16 2629.251507
DASStore 65536 100 50 16 5443.560898
netapp-7disk-sp 65536 100 50 16 209.495292
emc-3disk-raid0 65536 100 50 16 430.913597
netapp-3diskata-sp 65536 100 50 16 610.631222
netapp-7diskata-dp 65536 100 50 16 454.317012
srs7diskfc_netapp 65536 100 50 16 207.638948
emc-6diskfc-sp 65536 100 50 32 163.388194
DRSStore2 65536 100 50 32 5716.075588
DASStore 65536 100 50 32 11708.431007
netapp-7disk-sp 65536 100 50 32 387.699323
emc-3disk-raid0 65536 100 50 32 896.854884
netapp-3diskata-sp 65536 100 50 32 1265.703477
netapp-7diskata-dp 65536 100 50 32 925.255583
srs7diskfc_netapp 65536 100 50 32 415.989586
emc-6diskfc-sp 65536 100 50 64 327.578435
DRSStore2 65536 100 50 64 11079.237127
DASStore 65536 100 50 64 23065.785035
netapp-7disk-sp 65536 100 50 64 771.265047
emc-3disk-raid0 65536 100 50 64 1875.448735
netapp-3diskata-sp 65536 100 50 64 2470.528928
netapp-7diskata-dp 65536 100 50 64 1828.483890
srs7diskfc_netapp 65536 100 50 64 826.293044
emc-6diskfc-sp 65536 100 50 128 648.349527
DRSStore2 65536 100 50 128 21757.381545
DASStore 65536 100 50 128 43362.045659
netapp-7disk-sp 65536 100 50 128 1555.447433
emc-3disk-raid0 65536 100 50 128 2447.538050
netapp-3diskata-sp 65536 100 50 128 4867.017135
netapp-7diskata-dp 65536 100 50 128 3650.943998
srs7diskfc_netapp 65536 100 50 128 1663.590366
emc-6diskfc-sp 131072 100 50 1 5.969589
DRSStore2 131072 100 50 1 201.265828
DASStore 131072 100 50 1 408.965190
netapp-7disk-sp 131072 100 50 1 19.392233
emc-3disk-raid0 131072 100 50 1 25.031297
netapp-3diskata-sp 131072 100 50 1 64.434526
netapp-7diskata-dp 131072 100 50 1 44.404130
srs7diskfc_netapp 131072 100 50 1 21.366527
emc-6diskfc-sp 131072 100 50 2 11.759640
DRSStore2 131072 100 50 2 414.726734
DASStore 131072 100 50 2 780.672164
netapp-7disk-sp 131072 100 50 2 39.218216
emc-3disk-raid0 131072 100 50 2 55.979961
netapp-3diskata-sp 131072 100 50 2 125.581194
netapp-7diskata-dp 131072 100 50 2 95.062050
srs7diskfc_netapp 131072 100 50 2 42.443721
emc-6diskfc-sp 131072 100 50 4 23.476208
DRSStore2 131072 100 50 4 855.903418
DASStore 131072 100 50 4 1570.253216
netapp-7disk-sp 131072 100 50 4 78.315528
emc-3disk-raid0 131072 100 50 4 127.676247
netapp-3diskata-sp 131072 100 50 4 250.199375
netapp-7diskata-dp 131072 100 50 4 190.660146
srs7diskfc_netapp 131072 100 50 4 86.589258
emc-6diskfc-sp 131072 100 50 8 47.115019
DRSStore2 131072 100 50 8 1665.911555
DASStore 131072 100 50 8 3185.663469
netapp-7disk-sp 131072 100 50 8 156.468404
emc-3disk-raid0 131072 100 50 8 250.434351
netapp-3diskata-sp 131072 100 50 8 515.467856
netapp-7diskata-dp 131072 100 50 8 367.621652
srs7diskfc_netapp 131072 100 50 8 172.786402
emc-6diskfc-sp 131072 100 50 16 94.077727
DRSStore2 131072 100 50 16 3256.999700
DASStore 131072 100 50 16 6424.100274
netapp-7disk-sp 131072 100 50 16 353.058877
emc-3disk-raid0 131072 100 50 16 484.439053
netapp-3diskata-sp 131072 100 50 16 1009.371465
netapp-7diskata-dp 131072 100 50 16 721.225353
srs7diskfc_netapp 131072 100 50 16 346.672822
emc-6diskfc-sp 131072 100 50 32 189.355981
DRSStore2 131072 100 50 32 6714.276267
DASStore 131072 100 50 32 12125.467179
netapp-7disk-sp 131072 100 50 32 634.881195
emc-3disk-raid0 131072 100 50 32 1056.139711
netapp-3diskata-sp 131072 100 50 32 2029.492453
netapp-7diskata-dp 131072 100 50 32 1453.865089
srs7diskfc_netapp 131072 100 50 32 689.465145
emc-6diskfc-sp 131072 100 50 64 373.964705
DRSStore2 131072 100 50 64 13623.606195
DASStore 131072 100 50 64 24976.707149
netapp-7disk-sp 131072 100 50 64 1278.996083
emc-3disk-raid0 131072 100 50 64 2124.817621
netapp-3diskata-sp 131072 100 50 64 4012.400505
netapp-7diskata-dp 131072 100 50 64 2955.085137
srs7diskfc_netapp 131072 100 50 64 1383.287291
emc-6diskfc-sp 131072 100 50 128 748.542489
DRSStore2 131072 100 50 128 27678.369989
DASStore 131072 100 50 128 49583.429256
netapp-7disk-sp 131072 100 50 128 2567.069954
emc-3disk-raid0 131072 100 50 128 2864.836373
netapp-3diskata-sp 131072 100 50 128 8027.500948
netapp-7diskata-dp 131072 100 50 128 5939.171123
srs7diskfc_netapp 131072 100 50 128 2795.927071
emc-6diskfc-sp 1024 0 75 1 0.719839
DRSStore2 1024 0 75 1 1.309154
DASStore 1024 0 75 1 1.301632
netapp-7disk-sp 1024 0 75 1 9.001358
emc-3disk-raid0 1024 0 75 1 0.720081
netapp-3diskata-sp 1024 0 75 1 70.548558
netapp-7diskata-dp 1024 0 75 1 57.649696
srs7diskfc_netapp 1024 0 75 1 7.321953
emc-6diskfc-sp 1024 0 75 2 1.901357
DRSStore2 1024 0 75 2 5.089552
DASStore 1024 0 75 2 5.346957
netapp-7disk-sp 1024 0 75 2 13.059113
emc-3disk-raid0 1024 0 75 2 1.908299
netapp-3diskata-sp 1024 0 75 2 49.083194
netapp-7diskata-dp 1024 0 75 2 56.248610
srs7diskfc_netapp 1024 0 75 2 12.061194
emc-6diskfc-sp 1024 0 75 4 4.239841
DRSStore2 1024 0 75 4 10.349018
DASStore 1024 0 75 4 11.046253
netapp-7disk-sp 1024 0 75 4 24.765894
emc-3disk-raid0 1024 0 75 4 4.236691
netapp-3diskata-sp 1024 0 75 4 82.341119
netapp-7diskata-dp 1024 0 75 4 72.803991
srs7diskfc_netapp 1024 0 75 4 24.136158
emc-6diskfc-sp 1024 0 75 8 8.200991
DRSStore2 1024 0 75 8 20.494898
DASStore 1024 0 75 8 21.260123
netapp-7disk-sp 1024 0 75 8 44.856887
emc-3disk-raid0 1024 0 75 8 8.267319
netapp-3diskata-sp 1024 0 75 8 139.015009
netapp-7diskata-dp 1024 0 75 8 125.238049
srs7diskfc_netapp 1024 0 75 8 44.277429
emc-6diskfc-sp 1024 0 75 16 16.369631
DRSStore2 1024 0 75 16 41.765878
DASStore 1024 0 75 16 44.530877
netapp-7disk-sp 1024 0 75 16 93.740271
emc-3disk-raid0 1024 0 75 16 16.318235
netapp-3diskata-sp 1024 0 75 16 265.629825
netapp-7diskata-dp 1024 0 75 16 242.273805
srs7diskfc_netapp 1024 0 75 16 92.976651
emc-6diskfc-sp 1024 0 75 32 32.080619
DRSStore2 1024 0 75 32 83.075780
DASStore 1024 0 75 32 87.488321
netapp-7disk-sp 1024 0 75 32 179.365120
emc-3disk-raid0 1024 0 75 32 32.071395
netapp-3diskata-sp 1024 0 75 32 495.381165
netapp-7diskata-dp 1024 0 75 32 443.796459
srs7diskfc_netapp 1024 0 75 32 181.434503
emc-6diskfc-sp 1024 0 75 64 63.510957
DRSStore2 1024 0 75 64 161.618668
DASStore 1024 0 75 64 172.743993
netapp-7disk-sp 1024 0 75 64 312.960127
emc-3disk-raid0 1024 0 75 64 63.857568
netapp-3diskata-sp 1024 0 75 64 911.046058
netapp-7diskata-dp 1024 0 75 64 781.465319
srs7diskfc_netapp 1024 0 75 64 319.848481
emc-6diskfc-sp 1024 0 75 128 140.558350
DRSStore2 1024 0 75 128 326.717450
DASStore 1024 0 75 128 344.305138
netapp-7disk-sp 1024 0 75 128 738.950678
emc-3disk-raid0 1024 0 75 128 139.752441
netapp-3diskata-sp 1024 0 75 128 1823.354746
netapp-7diskata-dp 1024 0 75 128 1692.294930
srs7diskfc_netapp 1024 0 75 128 720.807364
emc-6diskfc-sp 2048 0 75 1 1.175678
DRSStore2 2048 0 75 1 2.804108
DASStore 2048 0 75 1 2.866242
netapp-7disk-sp 2048 0 75 1 6.848163
emc-3disk-raid0 2048 0 75 1 1.164711
netapp-3diskata-sp 2048 0 75 1 15.061734
netapp-7diskata-dp 2048 0 75 1 13.797639
srs7diskfc_netapp 2048 0 75 1 6.673639
emc-6diskfc-sp 2048 0 75 2 2.181390
DRSStore2 2048 0 75 2 5.339368
DASStore 2048 0 75 2 5.572465
netapp-7disk-sp 2048 0 75 2 12.897158
emc-3disk-raid0 2048 0 75 2 2.176194
netapp-3diskata-sp 2048 0 75 2 28.557972
netapp-7diskata-dp 2048 0 75 2 25.540760
srs7diskfc_netapp 2048 0 75 2 12.884590
emc-6diskfc-sp 2048 0 75 4 4.224747
DRSStore2 2048 0 75 4 10.432484
DASStore 2048 0 75 4 10.931908
netapp-7disk-sp 2048 0 75 4 27.650597
emc-3disk-raid0 2048 0 75 4 4.234994
netapp-3diskata-sp 2048 0 75 4 57.118343
netapp-7diskata-dp 2048 0 75 4 53.035906
srs7diskfc_netapp 2048 0 75 4 27.308735
emc-6diskfc-sp 2048 0 75 8 8.359462
DRSStore2 2048 0 75 8 20.927885
DASStore 2048 0 75 8 22.199830
netapp-7disk-sp 2048 0 75 8 55.133903
emc-3disk-raid0 2048 0 75 8 8.315039
netapp-3diskata-sp 2048 0 75 8 114.076323
netapp-7diskata-dp 2048 0 75 8 103.072966
srs7diskfc_netapp 2048 0 75 8 53.998200
emc-6diskfc-sp 2048 0 75 16 16.983923
DRSStore2 2048 0 75 16 41.147690
DASStore 2048 0 75 16 43.348967
netapp-7disk-sp 2048 0 75 16 118.594110
emc-3disk-raid0 2048 0 75 16 16.941882
netapp-3diskata-sp 2048 0 75 16 222.729433
netapp-7diskata-dp 2048 0 75 16 204.792531
srs7diskfc_netapp 2048 0 75 16 106.656431
emc-6diskfc-sp 2048 0 75 32 32.644724
DRSStore2 2048 0 75 32 85.001501
DASStore 2048 0 75 32 89.196105
netapp-7disk-sp 2048 0 75 32 220.865674
emc-3disk-raid0 2048 0 75 32 32.625545
netapp-3diskata-sp 2048 0 75 32 452.423043
netapp-7diskata-dp 2048 0 75 32 409.715780
srs7diskfc_netapp 2048 0 75 32 216.432039
emc-6diskfc-sp 2048 0 75 64 67.025403
DRSStore2 2048 0 75 64 163.419312
DASStore 2048 0 75 64 171.930751
netapp-7disk-sp 2048 0 75 64 431.950148
emc-3disk-raid0 2048 0 75 64 66.450693
netapp-3diskata-sp 2048 0 75 64 880.733895
netapp-7diskata-dp 2048 0 75 64 815.127695
srs7diskfc_netapp 2048 0 75 64 431.441785
emc-6diskfc-sp 2048 0 75 128 144.956333
DRSStore2 2048 0 75 128 323.962375
DASStore 2048 0 75 128 341.718856
netapp-7disk-sp 2048 0 75 128 871.313597
emc-3disk-raid0 2048 0 75 128 144.666093
netapp-3diskata-sp 2048 0 75 128 1774.595970
netapp-7diskata-dp 2048 0 75 128 1662.144722
srs7diskfc_netapp 2048 0 75 128 863.196010
emc-6diskfc-sp 4096 0 75 1 1.294125
DRSStore2 4096 0 75 1 2.902468
DASStore 4096 0 75 1 2.957676
netapp-7disk-sp 4096 0 75 1 8.028775
emc-3disk-raid0 4096 0 75 1 1.288939
netapp-3diskata-sp 4096 0 75 1 14.396878
netapp-7diskata-dp 4096 0 75 1 12.981458
srs7diskfc_netapp 4096 0 75 1 8.068419
emc-6diskfc-sp 4096 0 75 2 2.228311
DRSStore2 4096 0 75 2 5.255556
DASStore 4096 0 75 2 5.518594
netapp-7disk-sp 4096 0 75 2 15.878986
emc-3disk-raid0 4096 0 75 2 2.210742
netapp-3diskata-sp 4096 0 75 2 28.370560
netapp-7diskata-dp 4096 0 75 2 25.954899
srs7diskfc_netapp 4096 0 75 2 15.949383
emc-6diskfc-sp 4096 0 75 4 4.297872
DRSStore2 4096 0 75 4 10.499434
DASStore 4096 0 75 4 11.234493
netapp-7disk-sp 4096 0 75 4 32.457411
emc-3disk-raid0 4096 0 75 4 4.304954
netapp-3diskata-sp 4096 0 75 4 56.376892
netapp-7diskata-dp 4096 0 75 4 53.172688
srs7diskfc_netapp 4096 0 75 4 31.740241
emc-6diskfc-sp 4096 0 75 8 8.551633
DRSStore2 4096 0 75 8 20.754880
DASStore 4096 0 75 8 22.097500
netapp-7disk-sp 4096 0 75 8 64.533784
emc-3disk-raid0 4096 0 75 8 8.575305
netapp-3diskata-sp 4096 0 75 8 113.755401
netapp-7diskata-dp 4096 0 75 8 105.408872
srs7diskfc_netapp 4096 0 75 8 63.961372
emc-6diskfc-sp 4096 0 75 16 17.475393
DRSStore2 4096 0 75 16 42.493896
DASStore 4096 0 75 16 44.678913
netapp-7disk-sp 4096 0 75 16 124.893908
emc-3disk-raid0 4096 0 75 16 17.493715
netapp-3diskata-sp 4096 0 75 16 225.072729
netapp-7diskata-dp 4096 0 75 16 212.779799
srs7diskfc_netapp 4096 0 75 16 126.083004
emc-6diskfc-sp 4096 0 75 32 33.808419
DRSStore2 4096 0 75 32 84.803829
DASStore 4096 0 75 32 87.048842
netapp-7disk-sp 4096 0 75 32 244.877410
emc-3disk-raid0 4096 0 75 32 33.708142
netapp-3diskata-sp 4096 0 75 32 458.817861
netapp-7diskata-dp 4096 0 75 32 408.365010
srs7diskfc_netapp 4096 0 75 32 240.874438
emc-6diskfc-sp 4096 0 75 64 67.188423
DRSStore2 4096 0 75 64 175.001677
DASStore 4096 0 75 64 185.473407
netapp-7disk-sp 4096 0 75 64 519.847604
emc-3disk-raid0 4096 0 75 64 66.399752
netapp-3diskata-sp 4096 0 75 64 920.962873
netapp-7diskata-dp 4096 0 75 64 851.086326
srs7diskfc_netapp 4096 0 75 64 517.680827
emc-6diskfc-sp 4096 0 75 128 139.300609
DRSStore2 4096 0 75 128 336.846315
DASStore 4096 0 75 128 360.193726
netapp-7disk-sp 4096 0 75 128 1027.526650
emc-3disk-raid0 4096 0 75 128 137.878729
netapp-3diskata-sp 4096 0 75 128 1849.585410
netapp-7diskata-dp 4096 0 75 128 1725.959650
srs7diskfc_netapp 4096 0 75 128 1030.401520
emc-6diskfc-sp 8192 0 75 1 1.365016
DRSStore2 8192 0 75 1 3.163424
DASStore 8192 0 75 1 3.211116
netapp-7disk-sp 8192 0 75 1 8.728408
emc-3disk-raid0 8192 0 75 1 1.344176
netapp-3diskata-sp 8192 0 75 1 16.215446
netapp-7diskata-dp 8192 0 75 1 15.269221
srs7diskfc_netapp 8192 0 75 1 8.660396
emc-6diskfc-sp 8192 0 75 2 2.291034
DRSStore2 8192 0 75 2 5.893702
DASStore 8192 0 75 2 6.067522
netapp-7disk-sp 8192 0 75 2 17.381124
emc-3disk-raid0 8192 0 75 2 2.289322
netapp-3diskata-sp 8192 0 75 2 32.636158
netapp-7diskata-dp 8192 0 75 2 30.453290
srs7diskfc_netapp 8192 0 75 2 17.613662
emc-6diskfc-sp 8192 0 75 4 4.466743
DRSStore2 8192 0 75 4 11.396036
DASStore 8192 0 75 4 12.247358
netapp-7disk-sp 8192 0 75 4 35.192503
emc-3disk-raid0 8192 0 75 4 4.458707
netapp-3diskata-sp 8192 0 75 4 67.107679
netapp-7diskata-dp 8192 0 75 4 72.491979
srs7diskfc_netapp 8192 0 75 4 34.756037
emc-6diskfc-sp 8192 0 75 8 9.077571
DRSStore2 8192 0 75 8 21.567547
DASStore 8192 0 75 8 23.122270
netapp-7disk-sp 8192 0 75 8 67.747682
